drug,sentence,title,doi,in-vitro evidence
danoprevir,"[' we reported here the first clinical study using hepatitis c virus ( hcv )  protease inhibitor ,  danoprevir ,  to treat covid - 19 patients.', ' danoprevir ( ganovo )  is a potent hcv protease ( ns3 4a )  inhibitor ( ic50 = 0.', ' ritonavir is a cyp3a4 inhibitor to enhance plasma concentration of danoprevir while it also acts as a human immunodeficiency virus ( hiv )  protease inhibitor at high doses.', ' in the current clinical study ( nct04291729 )  conducted at the nineth hospital of nanchang ,  we evaluated therapeutic effects of danoprevir ,  boosted by ritonavir ,  on treatment naive and experienced covid - 19 patients.', ' the data from this small - sample clinical study showed that danoprevir boosted by ritonavir is safe and well tolerated in all patients.', ' after 4 to 12 - day treatment of danoprevir boosted by ritonavir ,  all eleven patients enrolled ,  two naive and nine experienced ,  were discharged from the hospital as they met all four conditions as follows: ( 1 )  normal body temperature for at least 3 days; ( 2 )  significantly improved respiratory symptoms; ( 3 )  lung imaging shows obvious absorption and recovery of acute exudative lesion; and ( 4 )  two consecutive rt - pcr negative tests of sars - cov - 2 nucleotide acid ( respiratory track sampling with interval at least one day ) .', ' our findings suggest that repurposing danoprevir for covid - 19 is a promising therapeutic option.']",'First Clinical Study Using HCV Protease Inhibitor Danoprevir to Treat Naive and Experienced COVID-19 Patients','10.1101/2020.03.22.20034041',"[[' danoprevir ( ganovo )  is a potent hcv protease ( ns3 4a )  inhibitor ( ic50 = 0.29 nm )  ,  which was approved and marketed in china since 2018 to treat chronic hepatitis c patients.']]"
ritonavir,"[' ritonavir is a cyp3a4 inhibitor to enhance plasma concentration of danoprevir while it also acts as a human immunodeficiency virus ( hiv )  protease inhibitor at high doses.', ' in the current clinical study ( nct04291729 )  conducted at the nineth hospital of nanchang ,  we evaluated therapeutic effects of danoprevir ,  boosted by ritonavir ,  on treatment naive and experienced covid - 19 patients.', ' the data from this small - sample clinical study showed that danoprevir boosted by ritonavir is safe and well tolerated in all patients.', ' after 4 to 12 - day treatment of danoprevir boosted by ritonavir ,  all eleven patients enrolled ,  two naive and nine experienced ,  were discharged from the hospital as they met all four conditions as follows: ( 1 )  normal body temperature for at least 3 days; ( 2 )  significantly improved respiratory symptoms; ( 3 )  lung imaging shows obvious absorption and recovery of acute exudative lesion; and ( 4 )  two consecutive rt - pcr negative tests of sars - cov - 2 nucleotide acid ( respiratory track sampling with interval at least one day ) .']",'First Clinical Study Using HCV Protease Inhibitor Danoprevir to Treat Naive and Experienced COVID-19 Patients','10.1101/2020.03.22.20034041',"[[' danoprevir ( ganovo )  is a potent hcv protease ( ns3 4a )  inhibitor ( ic50 = 0.29 nm )  ,  which was approved and marketed in china since 2018 to treat chronic hepatitis c patients.']]"
baloxavir,"[' this study aims to evaluate the clinical outcomes and plasma concentrations of baloxavir marboxil and favipiravir in covid - 19 patients.', ' methods: favipiravir and baloxavir acid were evaluated for their antiviral activity against sars - cov - 2 in vitro before the trial initiation.', ' patients were randomized assigned in a 1:1:1 ratio into baloxavir marboxil group ,  favipiravir group ,  and control group.', ' results: baloxavir showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.', ' the percentage of patients who turned viral negative after 14 - day treatment was 70% ,  77% ,  and 100% in the baloxavir ,  favipiravir ,  and control group respectively ,  with the medians of time from randomization to clinical improvement was 14 ,  14 and 15 days ,  respectively.', ' conclusions: our findings do not support that adding either baloxavir or favipiravir under the trial dosages to the existing standard treatment.']","'Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: an Exploratory Randomized, Controlled Trial'",'10.1101/2020.04.29.20085761',"[[' results: baloxavir showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.48 m comparable to arbidol and lopinavir ,  but favipiravir did not demonstrate significant antiviral activity up to 100 m.']]"
arbidol,"['48 m comparable to arbidol and lopinavir ,  but favipiravir did not demonstrate significant antiviral activity up to 100 m.']","'Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: an Exploratory Randomized, Controlled Trial'",'10.1101/2020.04.29.20085761',"[[' results: baloxavir showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.48 m comparable to arbidol and lopinavir ,  but favipiravir did not demonstrate significant antiviral activity up to 100 m.']]"
favipiravir,"[' this study aims to evaluate the clinical outcomes and plasma concentrations of baloxavir marboxil and favipiravir in covid - 19 patients.', ' methods: favipiravir and baloxavir acid were evaluated for their antiviral activity against sars - cov - 2 in vitro before the trial initiation.', ' patients were randomized assigned in a 1:1:1 ratio into baloxavir marboxil group ,  favipiravir group ,  and control group.', '48 m comparable to arbidol and lopinavir ,  but favipiravir did not demonstrate significant antiviral activity up to 100 m.', ' the percentage of patients who turned viral negative after 14 - day treatment was 70% ,  77% ,  and 100% in the baloxavir ,  favipiravir ,  and control group respectively ,  with the medians of time from randomization to clinical improvement was 14 ,  14 and 15 days ,  respectively.', ' conclusions: our findings do not support that adding either baloxavir or favipiravir under the trial dosages to the existing standard treatment.']","'Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: an Exploratory Randomized, Controlled Trial'",'10.1101/2020.04.29.20085761',"[[' results: baloxavir showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.48 m comparable to arbidol and lopinavir ,  but favipiravir did not demonstrate significant antiviral activity up to 100 m.']]"
lopinavir,"['48 m comparable to arbidol and lopinavir ,  but favipiravir did not demonstrate significant antiviral activity up to 100 m.']","'Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: an Exploratory Randomized, Controlled Trial'",'10.1101/2020.04.29.20085761',"[[' results: baloxavir showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.48 m comparable to arbidol and lopinavir ,  but favipiravir did not demonstrate significant antiviral activity up to 100 m.']]"
dipyridamole,[' we screened an fda approved drug library and found that an anticoagulant agent dipyridamole ( dip )  suppressed hcov - 19 replication at an ec50 of 100 nm in vitro.'],'Therapeutic effects of dipyridamole on COVID-19 patients with coagulation dysfunction','10.1101/2020.02.27.20027557',[[' we screened an fda approved drug library and found that an anticoagulant agent dipyridamole ( dip )  suppressed hcov - 19 replication at an ec50 of 100 nm in vitro.']]
ebselen,[' ebselen also exhibited promising antiviral activity in cell - based assays.'],"'Structure-based drug design, virtual screening and high-throughput screening rapidly identify antiviral leads targeting COVID-19'",'10.1101/2020.02.26.964882',[[' six of these inhibit mpro with ic50 values ranging from 0.67 to 21.4 m.']]
ebastine,"[' three medicines pimozide ,  ebastine ,  and bepridil are basic small molecules that are expected to exert a similar effect as hydroxychloroquine in raising endosomal ph for slowing down the sars - cov - 2 entry into human cell hosts.']",'Targeting the SARS-CoV-2 Main Protease to Repurpose Drugs for COVID-19','10.1101/2020.05.23.112235',"[[' of these tested small molecule medicines ,  six displayed an ic50 value in inhibiting mpro below 100 m.']]"
bepridil,"[' three medicines pimozide ,  ebastine ,  and bepridil are basic small molecules that are expected to exert a similar effect as hydroxychloroquine in raising endosomal ph for slowing down the sars - cov - 2 entry into human cell hosts.', ' bepridil has been previously explored in a high dose as 100 mg kg for treating diseases.', ' therefore ,  the current study urges serious considerations of using bepridil in covid - 19 clinical tests.']",'Targeting the SARS-CoV-2 Main Protease to Repurpose Drugs for COVID-19','10.1101/2020.05.23.112235',"[[' of these tested small molecule medicines ,  six displayed an ic50 value in inhibiting mpro below 100 m.']]"
hydroxychloroquine,"[' three medicines pimozide ,  ebastine ,  and bepridil are basic small molecules that are expected to exert a similar effect as hydroxychloroquine in raising endosomal ph for slowing down the sars - cov - 2 entry into human cell hosts.']",'Targeting the SARS-CoV-2 Main Protease to Repurpose Drugs for COVID-19','10.1101/2020.05.23.112235',"[[' of these tested small molecule medicines ,  six displayed an ic50 value in inhibiting mpro below 100 m.']]"
pimozide,"[' three medicines pimozide ,  ebastine ,  and bepridil are basic small molecules that are expected to exert a similar effect as hydroxychloroquine in raising endosomal ph for slowing down the sars - cov - 2 entry into human cell hosts.']",'Targeting the SARS-CoV-2 Main Protease to Repurpose Drugs for COVID-19','10.1101/2020.05.23.112235',"[[' of these tested small molecule medicines ,  six displayed an ic50 value in inhibiting mpro below 100 m.']]"
azithromycine,"[' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.']",'In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication','10.1101/2020.04.03.023846',"[[' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.', ' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.'], [' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.']]"
chloroquine,"[' the robustness of the screen was assessed by the identification of drugs ,  such as chloroquine derivatives and protease inhibitors ,  already in clinical trials.']",'In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication','10.1101/2020.04.03.023846',"[[' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.', ' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.'], [' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.']]"
quinidine,"[' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.']",'In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication','10.1101/2020.04.03.023846',"[[' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.', ' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.'], [' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.']]"
omeprazol,"[' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.']",'In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication','10.1101/2020.04.03.023846',"[[' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.', ' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.'], [' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.']]"
opipramol,"[' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.']",'In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication','10.1101/2020.04.03.023846',"[[' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.', ' several drugs ,  such as azithromycine ,  opipramol ,  quinidine or omeprazol present antiviral potency with 2<ec50<20{micro}m.'], [' the hits were sorted according to their chemical composition and their known therapeutic effect ,  then ec50 and cc50 were determined for a subset of compounds.']]"
hydroxychloroquine,"["" 'aimswe investigate mechanisms for potential pro - arrhythmic effects of hydroxychloroquine ( hcq )  alone ,  or combined with azithromycin ( azm )  ,  in covid - 19 management supplementing the limited available experimental cardiac safety data.""]",'Mechanistic insights into ventricular arrhythmogenesis of hydroxychloroquine and azithromycin for the treatment of COVID-19','10.1101/2020.05.21.108605',"[['  methodswe integrated patch - clamp studies utilizing in vitro proarrhythmia assay ( cipa )  schema ic50 paradigms ,  molecular modelling ,  cardiac multi - electrode array and voltage ( rh237 )  mapping ,  ecg studies ,  and ca2 +  ( rhod - 2 am )  mapping in isolated langendorff - perfused guinea - pig hearts with human in - silico ion current modelling.', '  resultshcq blocked ikr and ik1 with ic50s ( 10{ +   - }0.6 and 34{ +   - }5.0 m )  within clinical therapeutic ranges ,  ina and ical at higher ic50s ,  leaving ito and iks unaffected.', ' hcq + azm combined inhibited ikr and ik1 with ic50s of 7.7{ +   - }0.8 m and 30.4{ +   - }3.0 m ,  sparing ina ,  ical and ito.']]"
